id,name,calories,ingredients,cuisine,dietType,cookingTime,protein,fat,carbs,fiber,rating,instructions
545,"Classic Prawn Balchao #545",669,"Coconut Milk, Spinach, Mushroom, Potato, Chili, Butter","Indian","Non-Veg",57,35,15,56,13,3.7,"1. Start by prepping the Coconut Milk and Spinach. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Potato and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
546,"Quick Vada Pav #546",605,"Shrimp, Oregano, Chili, Mushroom","Indian","Non-Veg",57,43,17,25,12,4.1,"1. Start by prepping the Shrimp and Oregano. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Mushroom and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
547,"Spicy Baingan Bharta #547",296,"Cream, Sugar, Beef, Lamb, Ginger","Indian","Non-Veg",22,38,28,26,4,3.8,"1. Start by prepping the Cream and Sugar. 2. Heat a large pan with some oil and sauté the Beef. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 11 minutes. 5. Garnish with fresh herbs and serve warm."
548,"Gourmet Chicken Tikka Masala #548",750,"Beef, Bell Pepper, Honey, Butter, Chicken","Indian","Non-Veg",74,16,38,89,7,4.8,"1. Start by prepping the Beef and Bell Pepper. 2. Heat a large pan with some oil and sauté the Honey. 3. Add the Butter and cook until tender. 4. Mix in the remaining ingredients and simmer for 37 minutes. 5. Garnish with fresh herbs and serve warm."
549,"Chef's Special Dal Makhani #549",328,"Lemon, Oregano, Shrimp, Basil, Mushroom, Ginger, Paneer, Chicken","Indian","Veg",29,19,25,43,7,4.3,"1. Start by prepping the Lemon and Oregano. 2. Heat a large pan with some oil and sauté the Shrimp. 3. Add the Basil and cook until tender. 4. Mix in the remaining ingredients and simmer for 14 minutes. 5. Garnish with fresh herbs and serve warm."
550,"Healthy Kadai Chicken #550",883,"Cumin, Soy Sauce, Pork, Honey, Beans, Garam Masala","Indian","Veg",36,17,21,50,3,4.9,"1. Start by prepping the Cumin and Soy Sauce. 2. Heat a large pan with some oil and sauté the Pork. 3. Add the Honey and cook until tender. 4. Mix in the remaining ingredients and simmer for 18 minutes. 5. Garnish with fresh herbs and serve warm."
551,"Quick Chana Masala #551",409,"Flour, Beans, Honey, Olive Oil, Mushroom","Indian","Non-Veg",53,38,31,33,12,4.0,"1. Start by prepping the Flour and Beans. 2. Heat a large pan with some oil and sauté the Honey. 3. Add the Olive Oil and cook until tender. 4. Mix in the remaining ingredients and simmer for 26 minutes. 5. Garnish with fresh herbs and serve warm."
552,"Gourmet Baingan Bharta #552",104,"Pasta, Garam Masala, Oregano, Sugar, Lentils, Olive Oil, Paneer","Indian","Veg",26,22,31,41,4,4.0,"1. Start by prepping the Pasta and Garam Masala. 2. Heat a large pan with some oil and sauté the Oregano. 3. Add the Sugar and cook until tender. 4. Mix in the remaining ingredients and simmer for 13 minutes. 5. Garnish with fresh herbs and serve warm."
553,"Spicy Tandoori Chicken #553",135,"Sugar, Coconut Milk, Lamb, Shrimp, Cream, Oregano, Bell Pepper, Tomato","Indian","Non-Veg",34,42,39,86,12,4.5,"1. Start by prepping the Sugar and Coconut Milk. 2. Heat a large pan with some oil and sauté the Lamb. 3. Add the Shrimp and cook until tender. 4. Mix in the remaining ingredients and simmer for 17 minutes. 5. Garnish with fresh herbs and serve warm."
554,"Chef's Special Chana Masala #554",822,"Beans, Carrot, Oregano, Lamb","Indian","Veg",27,6,19,47,2,4.0,"1. Start by prepping the Beans and Carrot. 2. Heat a large pan with some oil and sauté the Oregano. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 13 minutes. 5. Garnish with fresh herbs and serve warm."
555,"Quick Dhokla #555",351,"Carrot, Soy Sauce, Onion, Lamb, Beans, Chicken, Paneer, Honey","Indian","Non-Veg",64,20,19,23,9,4.7,"1. Start by prepping the Carrot and Soy Sauce. 2. Heat a large pan with some oil and sauté the Onion. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 32 minutes. 5. Garnish with fresh herbs and serve warm."
556,"Chef's Special Aloo Gobi #556",288,"Potato, Egg, Shrimp, Sugar, Chili, Beef","Indian","Non-Veg",59,20,17,55,4,4.6,"1. Start by prepping the Potato and Egg. 2. Heat a large pan with some oil and sauté the Shrimp. 3. Add the Sugar and cook until tender. 4. Mix in the remaining ingredients and simmer for 29 minutes. 5. Garnish with fresh herbs and serve warm."
557,"Modern Twist Fish Curry #557",675,"Tomato, Pasta, Yogurt, Coconut Milk","Indian","Non-Veg",74,33,36,29,5,4.1,"1. Start by prepping the Tomato and Pasta. 2. Heat a large pan with some oil and sauté the Yogurt. 3. Add the Coconut Milk and cook until tender. 4. Mix in the remaining ingredients and simmer for 37 minutes. 5. Garnish with fresh herbs and serve warm."
558,"Healthy Paneer Butter Masala #558",239,"Coconut Milk, Flour, Pork, Egg, Sugar, Onion, Potato","Indian","Veg",38,19,29,35,5,3.6,"1. Start by prepping the Coconut Milk and Flour. 2. Heat a large pan with some oil and sauté the Pork. 3. Add the Egg and cook until tender. 4. Mix in the remaining ingredients and simmer for 19 minutes. 5. Garnish with fresh herbs and serve warm."
559,"Quick Baingan Bharta #559",719,"Butter, Chicken, Yogurt, Sugar, Beef, Carrot","Indian","Veg",50,11,19,77,10,4.8,"1. Start by prepping the Butter and Chicken. 2. Heat a large pan with some oil and sauté the Yogurt. 3. Add the Sugar and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
560,"Quick Chettinad Chicken #560",392,"Lentils, Soy Sauce, Chili, Lamb, Cream","Indian","Non-Veg",32,40,26,81,2,4.8,"1. Start by prepping the Lentils and Soy Sauce. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 16 minutes. 5. Garnish with fresh herbs and serve warm."
561,"Healthy Aloo Gobi #561",333,"Egg, Soy Sauce, Pasta, Lamb, Cream, Turmeric, Cheese","Indian","Veg",23,11,29,29,13,4.2,"1. Start by prepping the Egg and Soy Sauce. 2. Heat a large pan with some oil and sauté the Pasta. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 11 minutes. 5. Garnish with fresh herbs and serve warm."
562,"Quick Pani Puri #562",542,"Lemon, Pasta, Onion, Beans","Indian","Non-Veg",16,22,11,53,4,3.9,"1. Start by prepping the Lemon and Pasta. 2. Heat a large pan with some oil and sauté the Onion. 3. Add the Beans and cook until tender. 4. Mix in the remaining ingredients and simmer for 8 minutes. 5. Garnish with fresh herbs and serve warm."
563,"Rustic Dhokla #563",288,"Pork, Bell Pepper, Pasta, Basil","Indian","Non-Veg",18,16,17,36,13,3.9,"1. Start by prepping the Pork and Bell Pepper. 2. Heat a large pan with some oil and sauté the Pasta. 3. Add the Basil and cook until tender. 4. Mix in the remaining ingredients and simmer for 9 minutes. 5. Garnish with fresh herbs and serve warm."
564,"Homemade Palak Paneer #564",623,"Garlic, Lentils, Beef, Chili","Indian","Veg",36,6,30,54,9,4.4,"1. Start by prepping the Garlic and Lentils. 2. Heat a large pan with some oil and sauté the Beef. 3. Add the Chili and cook until tender. 4. Mix in the remaining ingredients and simmer for 18 minutes. 5. Garnish with fresh herbs and serve warm."
565,"Healthy Pani Puri #565",326,"Cheese, Yogurt, Olive Oil, Honey, Shrimp, Thyme, Coconut Milk","Indian","Non-Veg",69,23,21,63,2,4.6,"1. Start by prepping the Cheese and Yogurt. 2. Heat a large pan with some oil and sauté the Olive Oil. 3. Add the Honey and cook until tender. 4. Mix in the remaining ingredients and simmer for 34 minutes. 5. Garnish with fresh herbs and serve warm."
566,"Spicy Fish Curry #566",780,"Garam Masala, Paneer, Coriander, Lentils, Soy Sauce, Milk","Indian","Veg",64,16,30,72,3,3.8,"1. Start by prepping the Garam Masala and Paneer. 2. Heat a large pan with some oil and sauté the Coriander. 3. Add the Lentils and cook until tender. 4. Mix in the remaining ingredients and simmer for 32 minutes. 5. Garnish with fresh herbs and serve warm."
567,"Rustic Rogan Josh #567",558,"Lentils, Coconut Milk, Potato, Cumin","Indian","Veg",56,11,5,54,13,3.9,"1. Start by prepping the Lentils and Coconut Milk. 2. Heat a large pan with some oil and sauté the Potato. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
568,"Quick Hyderabadi Biryani #568",518,"Tomato, Lemon, Ginger, Butter, Milk, Egg","Indian","Non-Veg",42,28,31,21,2,3.7,"1. Start by prepping the Tomato and Lemon. 2. Heat a large pan with some oil and sauté the Ginger. 3. Add the Butter and cook until tender. 4. Mix in the remaining ingredients and simmer for 21 minutes. 5. Garnish with fresh herbs and serve warm."
569,"Gourmet Palak Paneer #569",177,"Oregano, Onion, Lemon, Milk, Rice, Chicken, Mushroom, Spinach","Indian","Non-Veg",57,28,13,87,7,4.2,"1. Start by prepping the Oregano and Onion. 2. Heat a large pan with some oil and sauté the Lemon. 3. Add the Milk and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
570,"Gourmet Butter Chicken #570",351,"Butter, Cream, Spinach, Cheese","Indian","Non-Veg",18,20,29,64,6,4.7,"1. Start by prepping the Butter and Cream. 2. Heat a large pan with some oil and sauté the Spinach. 3. Add the Cheese and cook until tender. 4. Mix in the remaining ingredients and simmer for 9 minutes. 5. Garnish with fresh herbs and serve warm."
571,"Classic Aloo Gobi #571",641,"Cream, Sugar, Thyme, Beans","Indian","Veg",56,19,35,71,7,3.8,"1. Start by prepping the Cream and Sugar. 2. Heat a large pan with some oil and sauté the Thyme. 3. Add the Beans and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
572,"Spicy Pani Puri #572",614,"Olive Oil, Pasta, Tomato, Yogurt","Indian","Veg",39,13,32,64,2,4.1,"1. Start by prepping the Olive Oil and Pasta. 2. Heat a large pan with some oil and sauté the Tomato. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 19 minutes. 5. Garnish with fresh herbs and serve warm."
573,"Chef's Special Aloo Gobi #573",799,"Pork, Paneer, Rice, Cumin, Thyme, Basil","Indian","Non-Veg",71,46,23,62,3,4.4,"1. Start by prepping the Pork and Paneer. 2. Heat a large pan with some oil and sauté the Rice. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 35 minutes. 5. Garnish with fresh herbs and serve warm."
574,"Healthy Chicken Tikka Masala #574",779,"Yogurt, Oregano, Beef, Spinach, Paneer","Indian","Veg",46,24,12,22,8,4.2,"1. Start by prepping the Yogurt and Oregano. 2. Heat a large pan with some oil and sauté the Beef. 3. Add the Spinach and cook until tender. 4. Mix in the remaining ingredients and simmer for 23 minutes. 5. Garnish with fresh herbs and serve warm."
575,"Rustic Pav Bhaji #575",573,"Ginger, Flour, Shrimp, Milk, Egg, Garam Masala","Indian","Veg",57,22,39,27,2,4.2,"1. Start by prepping the Ginger and Flour. 2. Heat a large pan with some oil and sauté the Shrimp. 3. Add the Milk and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
576,"Modern Twist Dal Makhani #576",679,"Egg, Tomato, Turmeric, Lentils, Pork","Indian","Veg",19,22,17,85,3,4.2,"1. Start by prepping the Egg and Tomato. 2. Heat a large pan with some oil and sauté the Turmeric. 3. Add the Lentils and cook until tender. 4. Mix in the remaining ingredients and simmer for 9 minutes. 5. Garnish with fresh herbs and serve warm."
577,"Rustic Kadai Chicken #577",804,"Egg, Coconut Milk, Paneer, Cheese","Indian","Non-Veg",72,24,8,76,2,3.7,"1. Start by prepping the Egg and Coconut Milk. 2. Heat a large pan with some oil and sauté the Paneer. 3. Add the Cheese and cook until tender. 4. Mix in the remaining ingredients and simmer for 36 minutes. 5. Garnish with fresh herbs and serve warm."
578,"Spicy Baingan Bharta #578",584,"Spinach, Garlic, Butter, Honey, Pork, Garam Masala, Cream","Indian","Veg",20,12,38,34,8,3.7,"1. Start by prepping the Spinach and Garlic. 2. Heat a large pan with some oil and sauté the Butter. 3. Add the Honey and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
579,"Gourmet Baingan Bharta #579",471,"Garam Masala, Lentils, Onion, Honey, Milk, Mushroom, Lemon","Indian","Veg",74,17,13,46,5,3.8,"1. Start by prepping the Garam Masala and Lentils. 2. Heat a large pan with some oil and sauté the Onion. 3. Add the Honey and cook until tender. 4. Mix in the remaining ingredients and simmer for 37 minutes. 5. Garnish with fresh herbs and serve warm."
580,"Modern Twist Aloo Gobi #580",556,"Pasta, Thyme, Yogurt, Turmeric","Indian","Veg",25,21,22,60,4,4.2,"1. Start by prepping the Pasta and Thyme. 2. Heat a large pan with some oil and sauté the Yogurt. 3. Add the Turmeric and cook until tender. 4. Mix in the remaining ingredients and simmer for 12 minutes. 5. Garnish with fresh herbs and serve warm."
581,"Healthy Baingan Bharta #581",345,"Beans, Garam Masala, Mushroom, Thyme, Garlic, Bell Pepper, Tomato, Turmeric","Indian","Veg",60,5,17,75,2,4.3,"1. Start by prepping the Beans and Garam Masala. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Thyme and cook until tender. 4. Mix in the remaining ingredients and simmer for 30 minutes. 5. Garnish with fresh herbs and serve warm."
582,"Modern Twist Pav Bhaji #582",387,"Cumin, Beans, Bell Pepper, Shrimp, Lamb, Onion","Indian","Veg",31,11,36,56,4,4.9,"1. Start by prepping the Cumin and Beans. 2. Heat a large pan with some oil and sauté the Bell Pepper. 3. Add the Shrimp and cook until tender. 4. Mix in the remaining ingredients and simmer for 15 minutes. 5. Garnish with fresh herbs and serve warm."
583,"Chef's Special Chettinad Chicken #583",138,"Yogurt, Coriander, Chicken, Potato, Chili, Soy Sauce","Indian","Veg",49,19,31,23,4,4.1,"1. Start by prepping the Yogurt and Coriander. 2. Heat a large pan with some oil and sauté the Chicken. 3. Add the Potato and cook until tender. 4. Mix in the remaining ingredients and simmer for 24 minutes. 5. Garnish with fresh herbs and serve warm."
584,"Healthy Vada Pav #584",342,"Basil, Mushroom, Chili, Coriander","Indian","Veg",55,21,28,33,7,3.6,"1. Start by prepping the Basil and Mushroom. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Coriander and cook until tender. 4. Mix in the remaining ingredients and simmer for 27 minutes. 5. Garnish with fresh herbs and serve warm."
585,"Homemade Prawn Balchao #585",641,"Lentils, Chili, Oregano, Yogurt, Egg","Indian","Veg",64,12,30,49,9,3.8,"1. Start by prepping the Lentils and Chili. 2. Heat a large pan with some oil and sauté the Oregano. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 32 minutes. 5. Garnish with fresh herbs and serve warm."
586,"Gourmet Palak Paneer #586",241,"Cheese, Basil, Pork, Oregano, Coconut Milk","Indian","Non-Veg",40,36,20,71,5,3.8,"1. Start by prepping the Cheese and Basil. 2. Heat a large pan with some oil and sauté the Pork. 3. Add the Oregano and cook until tender. 4. Mix in the remaining ingredients and simmer for 20 minutes. 5. Garnish with fresh herbs and serve warm."
587,"Healthy Pani Puri #587",832,"Bell Pepper, Soy Sauce, Olive Oil, Cream, Basil","Indian","Veg",26,23,24,58,7,4.1,"1. Start by prepping the Bell Pepper and Soy Sauce. 2. Heat a large pan with some oil and sauté the Olive Oil. 3. Add the Cream and cook until tender. 4. Mix in the remaining ingredients and simmer for 13 minutes. 5. Garnish with fresh herbs and serve warm."
588,"Chef's Special Hyderabadi Biryani #588",838,"Egg, Tomato, Paneer, Ginger","Indian","Non-Veg",68,40,34,78,4,4.3,"1. Start by prepping the Egg and Tomato. 2. Heat a large pan with some oil and sauté the Paneer. 3. Add the Ginger and cook until tender. 4. Mix in the remaining ingredients and simmer for 34 minutes. 5. Garnish with fresh herbs and serve warm."
589,"Gourmet Kadai Chicken #589",590,"Shrimp, Lamb, Ginger, Cream, Beans, Mushroom, Onion","Indian","Non-Veg",57,37,9,59,8,3.9,"1. Start by prepping the Shrimp and Lamb. 2. Heat a large pan with some oil and sauté the Ginger. 3. Add the Cream and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
590,"Traditional Chettinad Chicken #590",337,"Ginger, Paneer, Spinach, Onion, Beans, Potato","Indian","Veg",54,10,38,32,11,4.4,"1. Start by prepping the Ginger and Paneer. 2. Heat a large pan with some oil and sauté the Spinach. 3. Add the Onion and cook until tender. 4. Mix in the remaining ingredients and simmer for 27 minutes. 5. Garnish with fresh herbs and serve warm."
